Codigo_Familia	Familia	Grau	Categoria	Modalidade	Genero
3428	Casaco Senhora FullZip Algodão sem Carda	4	Textil		
3429	Casaco Senhora FullZip Algodão Cardado	4	Textil		
3431	Sweats Rapaz Algodão Cardadas	4	Textil		
3432	Sweats Rapaz Algodão sem Carda	4	Textil		
3433	T-s Rapaz Algodão LongSleeve	4	Textil		
3434	Sweats Rapaz Algodão c/Capuz Sem Carda	4	Textil		
3435	Sweats Rapaz Algodão c/Capuz Cardada	4	Textil		
3436	Sweats Rapaz Polar	4	Textil		
3437	Sweats Rapaz Fullzip Acetato	4	Textil		
3438	Casaco Rapaz FullZip Algodão Sem Carda	4	Textil		
3439	Casaco Rapaz FullZip Algodão Cardado	4	Textil		
3441	Sweats Rapariga Algodão Cardadas	4	Textil		
3442	Sweats Rapariga Algodão sem Carda	4	Textil		
3443	T-s Rapariga Algodão LongSleeve	4	Textil		
3444	Sweats Rapariga Algodão c/Capuz Sem Carda	4	Textil		
3445	Casaco Rapariga FullZip Acetato	4	Textil		
3446	Sweats Rapariga Algodão c/Capuz Cardada	4	Textil		
3447	Sweats Rapariga Malha Polar	4	Textil		
3448	Casaco Rapariga FullZip Algodão Sem Carda	4	Textil		
3449	Casaco Rapariga FullZip Algodão Cardado	4	Textil		
3451	Sweats Bebé Algodão Cardadas	4	Textil		
3452	Sweats Bebé Algodão sem Carda	4	Textil		
3453	T-s Bebé Algodão LongSleeve	4	Textil		
3454	Sweats Bebé Algodão c/Capuz Sem Carda	4	Textil		
3455	Sweats Bebé Malha Polar	4	Textil		
3456	Sweats Bebé Algodão c/Capuz Cardada	4	Textil		
3458	Casaco Bebé FullZip Algodão Sem Carda	4	Textil		
3459	Casaco Bebé FullZip Algodão Cardado	4	Textil		
3511	Calças Homem Algodão Cardadas	4	Textil		
3512	Calças Homem Algodão sem Carda	4	Textil		
3513	Calças Homem Acetato/Poliamida	4	Textil		
3514	Calças Homem Poliester/Microfibra	4	Textil		
3515	Calças Homem de Passeio (Sarja/Ganga)	4	Textil		
3517	Calças Homem Yoga	4	Textil		
3518	Calças Homem Hip-Hop	4	Textil		
3519	Calças Homem de Licra - Atletismo	4	Textil		
3521	Calças Senhora Algodão Cardadas	4	Textil		
3522	Calças Senhora Algodão sem Carda	4	Textil		
3523	Calças Senhora Acetato	4	Textil		
3524	Calças Senhora Poliester/Microfibra	4	Textil		
3525	Calças Senhora Algodão Licra/Suplex	4	Textil		
3526	Calças Senhora de Passeio (Sarja/Ganga)	4	Textil		
3527	Calças Senhora Yoga	4	Textil		
3528	Calças Senhora Hip-Hop	4	Textil		
3529	Calças Senhora de Licra - Atletismo	4	Textil		
3531	Calças Rapaz Algodão Cardadas	4	Textil		
3532	Calças Rapaz Algodão sem Carda	4	Textil		
3533	Calças Rapaz Acetato	4	Textil		
3534	Calças Rapaz Poliester/Microfibra	4	Textil		
3535	Calças Rapaz de Passeio (Sarja/Ganga)	4	Textil		
3536	Calças Rapaz de Licra - Atletismo	4	Textil		
3541	Calças Rapariga Algodão Cardadas	4	Textil		
3542	Calças Rapariga Algodão sem Carda	4	Textil		
3543	Calças Rapariga Acetato	4	Textil		
3544	Calças Rapariga Poliester/Microfibra	4	Textil		
3545	Calças Rapariga de Passeio (Sarja/Ganga)	4	Textil		
3546	Calças Rapariga Algodão Licra/Suplex	4	Textil		
3547	Calças Rapariga de Licra - Atletismo	4	Textil		
3551	Calças Bebé Algodão Cardadas	4	Textil		
3552	Calças Bebé Algodão sem Carda	4	Textil		
3553	Calças Bebé Tecido - p/passeio	4	Textil		
3554	Calças Bebé Microfibra	4	Textil		
3571	Bermudas Homem	4	Textil		
3572	Bermudas Senhora	4	Textil		
3573	Bermudas Rapaz	4	Textil		
3574	Bermudas Rapariga	4	Textil		
3575	Bermudas Bebé	4	Textil		
3576	Leggings Senhora	4	Textil		
3577	Leggings Rapariga	4	Textil		
3591	Vestidos Senhora	4	Textil		
3592	Saias Senhora	4	Textil		
3593	Pareo Senhora / Rapariga	4	Textil		
3594	Saia-Calção Senhora	4	Textil		
3595	Vestidos/Saias de Rapariga	4	Textil		
3596	Saia-Calção Rapariga	4	Textil		
3597	Vestidos/Saias de Bebé	4	Textil		
3611	Tanga Homem Piscina	4	Textil		
3612	Shorts Homem c/Perna Piscina	4	Textil		
3613	Sunga Homem Piscina	4	Textil		
3614	Jammer Homem Compridos Piscina	4	Textil		
3619	Fatos de Banho Homem Competição Piscina	4	Textil		
3621	Fatos de Banho Senhora Piscina	4	Textil		
3622	Fatos de Banho Senhora Praia	4	Textil		
3623	Fatos de Banho Senhora Ajustável	4	Textil		
3629	Fatos de Banho Senhora Competição Piscina	4	Textil		
3631	Tanga Rapaz Piscina	4	Textil		
3632	Shorts Rapaz c/Perna Piscina	4	Textil		
3633	Sunga Rapaz Piscina	4	Textil		
3634	Jammer Rapaz Compridos Piscina	4	Textil		
3641	Fatos de Banho Rapariga Piscina	4	Textil		
3642	Fatos de Banho Rapariga Praia	4	Textil		
3651	Bikini Senhora Top Triângulo	4	Textil		
3652	Bikini Senhora Top Armação	4	Textil		
3653	Bikini Senhora c/ Calção	4	Textil		
3654	Bikini Rapariga Triângulo	4	Textil		
3655	Bikini Rapariga Armação	4	Textil		
3656	Bikini Rapariga c/ Calção	4	Textil		
3657	Bikini Rapariga Top+Cueca	4	Textil		
3658	Trikinis Senhora	4	Textil		
3659	Bikini Senhora Top Cai-Cai	4	Textil		
3661	Fraldas Calção Bebé Piscina	4	Textil		
3662	Cueca s/ Top Bebé Piscina	4	Textil		
3663	T-s UV Banho Piscina	4	Textil		
3664	Tanga Bebé Piscina	4	Textil		
3665	Shorts Bebé c/ Perna Piscina	4	Textil		
3666	Fatos de Banho Bebé Piscina	4	Textil		
3667	Bikini Bebé Piscina	4	Textil		
3711	Blusões/Casacos Homem Impermeaveis	4	Textil		
3712	Blusões/Casacos Homem Curtos	4	Textil		
3713	Blusões/Casacos Homem Compridos-Parkas	4	Textil		
3714	Blusões/Casacos Homem Penas	4	Textil		
3715	Blusões/Casacos Homem Neve/Técnicos	4	Textil		
3716	Blusões/Casacos Homem Polares	4	Textil		
3717	Blusões/Casacos Homem Algodão	4	Textil		
3718	Blusões/Casacos Homem Malha	4	Textil		
3719	Coletes Homem	4	Textil		
3721	Blusões/Casacos Senhora Impermeaveis	4	Textil		
3722	Blusões/Casacos Senhora Curtos	4	Textil		
3723	Blusões/Casacos Senhora Compridos-Parkas	4	Textil		
3724	Blusões/Casacos Senhora Penas	4	Textil		
3725	Blusões/Casacos Senhora Neve/Técnicos	4	Textil		
3726	Blusões/Casacos Senhora Polares	4	Textil		
3727	Blusões/Casacos Senhora Algodão	4	Textil		
3728	Blusões/Casacos Senhora Malha	4	Textil		
3729	Coletes Senhora	4	Textil		
3731	Blusões/Casacos Rapaz Impermeáveis	4	Textil		
3732	Blusões/Casacos Rapaz Curtos	4	Textil		
3733	Blusões/Casacos Rapaz Compridos-Parkas	4	Textil		
3734	Blusões/Casacos Rapaz Penas	4	Textil		
3735	Blusões/Casacos Rapaz Neve/Técnicos	4	Textil		
3736	Blusões/Casacos Rapaz Polares	4	Textil		
3737	Blusões/Casacos Rapaz Algodão	4	Textil		
3738	Blusões/Casacos Rapaz Malha	4	Textil		
3739	Coletes Rapaz	4	Textil		
3741	Blusões/Casacos Rapariga Impermeáveis	4	Textil		
3742	Blusões/Casacos Rapariga Curtos	4	Textil		
3743	Blusões/Casacos Rapariga Compridos-Parkas	4	Textil		
3744	Blusões/Casacos Rapariga Penas	4	Textil		
3745	Blusões/Casacos Rapariga Neve/Técnicos	4	Textil		
3746	Blusões/Casacos Rapariga Polares	4	Textil		
3747	Blusões/Casacos Rapariga Algodão	4	Textil		
3748	Blusões/Casacos Rapariga Malha	4	Textil		
3749	Coletes Rapariga	4	Textil		
3751	Blusões/Casacos Bebé Impermeáveis	4	Textil		
3752	Blusões/Casacos Bebé Curtos	4	Textil		
3753	Blusões/Casacos Bebé Compridos-Parkas	4	Textil		
3756	Blusões/Casacos Bebé Polares	4	Textil		
3759	Coletes Bebé	4	Textil		
3811	Polos Homem Algodão	4	Textil		
3812	Polos Homem Pique	4	Textil		
3813	Polos Homem Algodão com Bolso	4	Textil		
3814	Polos Homem Pique com Bolso	4	Textil		
3815	Polos Homem Algodão com Fecho	4	Textil		
3816	Polos Homem Manga Comprida	4	Textil		
3817	Polos Homem Pique com Fecho	4	Textil		
3818	Polos Homem Licra/Poliester	4	Textil		
3821	Polos Senhora Algodão	4	Textil		
3822	Polos Senhora Pique	4	Textil		
3826	Polos Senhora Manga Comprida	4	Textil		
3831	Polos Rapaz Algodão	4	Textil		
3832	Polos Rapaz Pique	4	Textil		
3836	Polos Rapaz Manga Comprida	4	Textil		
3838	Polos Rapaz Dri-Fit/Climacool	4	Textil		
3841	Polos Rapariga Algodão	4	Textil		
3842	Polos Rapariga Pique	4	Textil		
3911	Camisas Homem Manga Curta	4	Textil		
3912	Camisas Homem Manga Comprida	4	Textil		
3921	Camisas Senhora Manga Curta	4	Textil		
3922	Camisas Senhora Manga Comprida	4	Textil		
3923	Blusas Senhora	4	Textil		
3924	Tunicas Senhora	4	Textil		
3931	Camisas Rapaz Manga Curta	4	Textil		
3932	Camisas Rapaz Manga Comprida	4	Textil		
3941	Camisa Rapariga Manga Curta	4	Textil		
3942	Camisa Rapariga Manga Comprida	4	Textil		
3943	Blusa Rapariga	4	Textil		
3944	Tunicas Rapariga	4	Textil		
3951	Camisolas/Malhas Homem Gola Redonda	4	Textil		
3952	Camisolas/Malhas Homem Gola em Bico	4	Textil		
3953	Camisolas/Malhas Homem Gola Dupla	4	Textil		
3954	Camisolas/Malhas Homem Gola Alta	4	Textil		
3955	Camisolas/Malhas Homem 1/2 Fecho	4	Textil		
3956	Camisolas/Malhas Homem 1/2 Gola	4	Textil		
3957	Camisolas/Malhas Homem c/Capuz	4	Textil		
3961	Camisolas/Malhas Senhora Gola Redonda	4	Textil		
3962	Camisolas/Malhas Senhora Gola em Bico	4	Textil		
3963	Camisolas/Malhas Senhora Gola Dupla	4	Textil		
3964	Camisolas/Malhas Senhora Gola Alta	4	Textil		
3965	Camisolas/Malhas Senhora 1/2 Fecho	4	Textil		
3966	Camisolas/Malhas Senhora 1/2 Gola	4	Textil		
3967	Camisolas/Malhas Senhora c/Capuz	4	Textil		
3971	Camisolas/Malhas Rapaz Gola Redonda	4	Textil		
3972	Camisolas/Malhas Rapaz Gola em Bico	4	Textil		
3973	Camisolas/Malhas Rapaz Gola Dupla	4	Textil		
3974	Camisolas/Malhas Rapaz Gola Alta	4	Textil		
3975	Camisolas/Malhas Rapaz 1/2 Fecho	4	Textil		
3976	Camisolas/Malhas Rapaz 1/2 Gola	4	Textil		
3981	Camisolas/Malhas Rapariga Gola Redonda	4	Textil		
3982	Camisolas/Malhas Rapariga Gola em Bico	4	Textil		
3983	Camisolas/Malhas Rapariga Gola Dupla	4	Textil		
3984	Camisolas/Malhas Rapariga Gola Alta	4	Textil		
3985	Camisolas/Malhas Rapariga 1/2 Fecho	4	Textil		
3986	Camisolas/Malhas Rapariga 1/2 Gola	4	Textil		
3991	Camisolas/Malhas Bebé Gola Redonda	4	Textil		
6111	Meias Homem Normais costura por fora	4	AcessoriosTextil		
6112	Meias Homem Normais costura dentro	4	AcessoriosTextil		
6113	Meias Homem Finas	4	AcessoriosTextil		
6114	Meias Homem meio cano	4	AcessoriosTextil		
6115	Meias Homem sem cano	4	AcessoriosTextil		
6116	Meias Homem Grossas	4	AcessoriosTextil		
6117	Meias Homem com Anti-derrapante	4	AcessoriosTextil		
6118	Meias Homem Atletismo	4	AcessoriosTextil	Atletismo	
6119	Meias Homem Futebol	4	AcessoriosTextil	Futebol	
6121	Meias Senhora Normais Costura por Fora	4	AcessoriosTextil		
6122	Meias Senhora Normais Costura por dentro	4	AcessoriosTextil		
6124	Meias Senhora Meio Cano	4	AcessoriosTextil		
6125	Meias Senhora sem cano	4	AcessoriosTextil		
6126	Meias Senhora Grossas	4	AcessoriosTextil		
6128	Meias Senhora Atletismo	4	AcessoriosTextil	Atletismo	
6129	Meias Senhora Aérobica Filigrana	4	AcessoriosTextil	Aeróbica	
6131	Meias Junior Normais Costura por Fora	4	AcessoriosTextil		
6132	Meias Junior Normais Costura por dentro	4	AcessoriosTextil		
6134	Meias Junior Meio Cano	4	AcessoriosTextil		
6135	Meias Junior Sem Cano	4	AcessoriosTextil		
6136	Meias Junior Grossas	4	AcessoriosTextil		
6139	Meias Junior Futebol	4	AcessoriosTextil	Futebol	
6141	Meias Bebé Normais Costura por Fora	4	AcessoriosTextil		
6142	Meias Bebé Normais Costura por Dentro	4	AcessoriosTextil		
6143	Meias Bebé Anti-Derrapante	4	AcessoriosTextil		
6144	Meias Bebé Grossas	4	AcessoriosTextil		
6211	Bonés Homem Abertos	4	AcessoriosTextil		
6212	Bonés Homem Fechados	4	AcessoriosTextil		
6213	Bonés Homem Inverno	4	AcessoriosTextil		
6215	Gorros Homem	4	AcessoriosTextil		
6217	Boina Homem	4	AcessoriosTextil		
6218	Chapeu Homem Panamá	4	AcessoriosTextil		
6221	Bonés Senhora Abertos	4	AcessoriosTextil		
6222	Bonés Senhora Fechados	4	AcessoriosTextil		
6225	Gorros Senhora	4	AcessoriosTextil		
6227	Boina Senhora	4	AcessoriosTextil		
6228	Chapeu Senhora Panamá	4	AcessoriosTextil		
6231	Bonés Rapaz Abertos	4	AcessoriosTextil		
6232	Bonés Rapaz Fechados	4	AcessoriosTextil		
6235	Gorros Rapaz	4	AcessoriosTextil		
6238	Chapéu Rapaz Panamá	4	AcessoriosTextil		
6241	Bonés Rapariga Abertos	4	AcessoriosTextil		
6242	Bonés Rapariga Fechados	4	AcessoriosTextil		
6245	Gorros Rapariga	4	AcessoriosTextil		
6248	Chapeu Rapariga Panamá	4	AcessoriosTextil		
6251	Bonés Bebé Abertos	4	AcessoriosTextil		
6252	Bonés Bebé Fechados	4	AcessoriosTextil		
6255	Gorros Bebé	4	AcessoriosTextil		
6256	Chapeu Bebé Panamá	4	AcessoriosTextil		
6311	Cachecol Homem Polar	4	AcessoriosTextil		
6312	Cachecol Homem Malha	4	AcessoriosTextil		
6313	Gola Homem Polar	4	AcessoriosTextil		
6314	Gola Homem Atletismo	4	AcessoriosTextil	Atletismo	
6321	Cachecol Senhora Polar	4	AcessoriosTextil		
6322	Cachecol Senhora Malha	4	AcessoriosTextil		
6323	Cachecol/Lenço Senhora Algodão	4	AcessoriosTextil		
6331	Cachecol Rapaz Polar	4	AcessoriosTextil		
6332	Cachecol Rapaz Malha	4	AcessoriosTextil		
6341	Cachecol Rapariga Polar	4	AcessoriosTextil		
6342	Cachecol Rapariga Malha	4	AcessoriosTextil		
6343	Cachecol/Lenço Rapariga Algodão	4	AcessoriosTextil		
6351	Cachecol Unisexo Criança Polar	4	AcessoriosTextil		
6352	Cachecol Unisexo Adulto/Homem Polar	4	AcessoriosTextil		
6353	Cachecol Unisexo Adulto/Homem Malha	4	AcessoriosTextil		
6354	Cachecol Unisexo Junior/Criança Malha	4	AcessoriosTextil		
6355	Cachecol Unisexo Adulto/Homem Tecido/Algodão	4	AcessoriosTextil		
6411	Toalhas Homem Praia	4	AcessoriosTextil		
6412	Toalhas Homem Piscina	4	AcessoriosTextil		
6413	Toalhas Homem Ginásio	4	AcessoriosTextil	Ginásio	
6421	Toalhas Senhora Praia	4	AcessoriosTextil		
6422	Toalhas Senhora Piscina	4	AcessoriosTextil		
6431	Toalhas Praia Junior	4	AcessoriosTextil		
6511	Luvas Homem Algodão/Malha	4	AcessoriosTextil		
6512	Luvas Homem Polar	4	AcessoriosTextil		
6513	Luvas Homem Neve	4	AcessoriosTextil		
6514	Luvas Homem Aquecimento/Treino	4	AcessoriosTextil	Treino	
6521	Luvas Senhora Algodão/Malha	4	AcessoriosTextil		
6522	Luvas Senhora Polar	4	AcessoriosTextil		
6523	Luvas Senhora Neve	4	AcessoriosTextil		
6531	Luvas Rapaz Algodão/Malha	4	AcessoriosTextil		
6532	Luvas Rapaz Polar	4	AcessoriosTextil		
6541	Luvas Rapariga Algodão/Malha	4	AcessoriosTextil		
6542	Luvas Rapariga Polar	4	AcessoriosTextil		
6551	Luvas Bebé Algodão/Malha	4	AcessoriosTextil		
6552	Luvas Bebé Polar	4	AcessoriosTextil		
6561	Luvas Unisexo Junior Polar	4	AcessoriosTextil		
6562	Luvas Unisexo Adulto/Homem Polar	4	AcessoriosTextil		
6563	Luvas Unisexo Junior Algodão/Malha	4	AcessoriosTextil		
6564	Luvas Unisexo Adulto/Homem Algodão/Malha	4	AcessoriosTextil		
6611	Boxer Homem	4	AcessoriosTextil		
6621	Cueca Senhora	4	AcessoriosTextil		
6622	Sotiens Senhora	4	AcessoriosTextil		
6623	Leggings Senhora	4	AcessoriosTextil		
6624	Leggings Rapariga	4	AcessoriosTextil		
6631	Boxer Rapaz	4	AcessoriosTextil		
6711	Body Ballet Criança/Junior	4	AcessoriosTextil	Ballet	
6712	Body Ballet Adulto/Senhora	4	AcessoriosTextil	Ballet	
6721	Saia Ballet Criança/Junior	4	AcessoriosTextil	Ballet	
6722	Saia Ballet Adulto/Senhora	4	AcessoriosTextil	Ballet	
6731	Collants Ballet Criança/Junior	4	AcessoriosTextil	Ballet	
6732	Collants Ballet Adulto/Senhora	4	AcessoriosTextil	Ballet	
6741	Sabrina Ballet	4	AcessoriosTextil	Ballet	
6751	Perneira Ballet	4	AcessoriosTextil	Ballet	
6761	Casaco Ballet Criança/Junior	4	AcessoriosTextil	Ballet	
6762	Casaco Ballet Adulto/Senhora	4	AcessoriosTextil	Ballet	
7111	Camisolas Benfica Adulto/Homem	4	Clubes		Homem
7112	Camisolas Benfica Junior	4	Clubes		Junior
7121	Calções Benfica Adulto/Homem	4	Clubes		Homem
7122	Calções Benfica Junior	4	Clubes		Junior
7131	Kits Benfica	4	Clubes		
7141	Sacos Benfica	4	Clubes		
7142	Mochilas Benfica	4	Clubes		
7143	Sapateira Benfica	4	Clubes		
7144	Carteiras Benfica	4	Clubes		
7151	Bolas Benfica	4	Clubes		
7161	Meias Benfica	4	Clubes		
7171	Fatos de Treino Benfica	4	Clubes	Treino	
7172	Sweats Benfica	4	Clubes		
7173	T-s Benfica	4	Clubes		
7174	Polos Benfica	4	Clubes		
7181	Bonés Benfica	4	Clubes		
7182	Gorros Benfica	4	Clubes		
7183	Cachecol Benfica	4	Clubes		
7191	Caneleira Benfica	4	Clubes		
7192	Luvas Benfica	4	Clubes		
7193	Lenços Benfica	4	Clubes		
7194	Toalhas Benfica	4	Clubes		
7195	Chaveiros Benfica	4	Clubes		
7211	Camisolas Sporting Adulto/Homem	4	Clubes		Homem
7212	Camisolas Sporting Junior	4	Clubes		Junior
7213	Camisolas Sporting Senhora	4	Clubes		Senhora
7214	Camisolas Sporting Treino Adulto/Homem	4	Clubes	Treino	Homem
7221	Calções Sporting Adulto/Homem	4	Clubes		Homem
7222	Calções Sporting Junior	4	Clubes		Junior
7231	Kits Sporting	4	Clubes		
7241	Sacos Sporting	4	Clubes		
7242	Mochilas Sporting	4	Clubes		
7243	Sapateiras Sporting	4	Clubes		
7244	Carteiras Sporting	4	Clubes		
7245	Estojos Sporting Escolares	4	Clubes		
7246	Bolsas Toilette Sporting	4	Clubes		
7247	Bolsas Ombro Sporting	4	Clubes		
7251	Bolas Sporting	4	Clubes		
7252	Bolas Mini Sporting	4	Clubes		
7261	Meias Sporting	4	Clubes		
7271	Fatos de Treino Sporting	4	Clubes	Treino	
7272	Sweats Sporting	4	Clubes		
7273	T-s Sporting	4	Clubes		
7274	Polos Sporting	4	Clubes		
7275	Blusões Sporting	4	Clubes		
7281	Bonés Sporting	4	Clubes		
7282	Gorros Sporting	4	Clubes		
7283	Cachecol Sporting	4	Clubes		
7291	Caneleiras Sporting	4	Clubes		
7292	Bolsas Telemóvel Sporting	4	Clubes		
7311	Camisolas Porto Adulto/Homem	4	Clubes		Homem
7312	Camisolas Porto Junior	4	Clubes		Junior
7321	Calções Porto	4	Clubes		
7331	Kits Porto	4	Clubes		
7341	Sacos Porto	4	Clubes		
7342	Mochilas Porto	4	Clubes		
7351	Bolas Porto	4	Clubes		
7352	Bolas Mini Porto	4	Clubes		
7361	Meias Porto	4	Clubes		
7381	Bonés Porto	4	Clubes		
7382	Gorro Porto	4	Clubes		
7383	Cachecol Porto	4	Clubes		
7411	Camisolas Portugal Adulto/Homem	4	Clubes		Homem
7412	Camisolas Portugal Junior	4	Clubes		Junior
7421	Calções Portugal	4	Clubes		
7431	Kits Portugal	4	Clubes		
7451	Bolas Portugal	4	Clubes		
7461	Meias Portugal	4	Clubes		
7471	Fatos de Treino Portugal	4	Clubes	Treino	
7472	Sweats Portugal	4	Clubes		
7473	T-s Portugal	4	Clubes		
7474	Polos Portugal	4	Clubes		
7475	Casacos Portugal Poliester/Algodão	4	Clubes		
7481	Bonés Portugal	4	Clubes		
7482	Gorros Portugal	4	Clubes		
7483	Cachecol Portugal	4	Clubes		
7491	Caneleiras Portugal	4	Clubes		
7493	Lenços Portugal	4	Clubes		
7495	Sacos Portugal	4	Clubes		
7499	Bandeiras Portugal	4	Clubes		
7511	Camisolas Outros Clubes/Paises	4	Clubes		
7521	Calções Outros Clubes/Paises	4	Clubes		
7581	Bonés Outros Clubes/Paises	4	Clubes		
7582	Gorros Outros Clubes/Paises	4	Clubes		
7583	Cachecol Outros Clubes/Paises	4	Clubes		
8111	Bolas Futebol	4	AcessoriosDiversos	Futebol	
8112	Bolas Futsal	4	AcessoriosDiversos	Futsal	
8113	Bolas Basquetebol	4	AcessoriosDiversos	Basquetebol	
8114	Bolas Volley	4	AcessoriosDiversos	Volley	
8115	Bolas Tenis	4	AcessoriosDiversos	Ténis	
8116	Bolas Ping-Pong	4	AcessoriosDiversos	Ping-pong	
8117	Bolas Andebol	4	AcessoriosDiversos	Andebol	
8118	Bolas Rugby	4	AcessoriosDiversos		
8119	Bolas MINI	4	AcessoriosDiversos		
8211	Sacos Mini - XS	4	AcessoriosDiversos		
8212	Sacos Pequenos - S	4	AcessoriosDiversos		
8213	Sacos Médios - M	4	AcessoriosDiversos		
8214	Sacos Grandes - L	4	AcessoriosDiversos		
8215	Sacos Muito Grandes - XL	4	AcessoriosDiversos		
8216	Sacos Enormes - XXL	4	AcessoriosDiversos		
8217	Sacos Massagista	4	AcessoriosDiversos		
8218	Sacos Finos Gymbags	4	AcessoriosDiversos		
8219	Sacos Viagem Cabine ou Porão	4	AcessoriosDiversos		
8221	Mochilas Mini - XS	4	AcessoriosDiversos		
8222	Mochilas Pequenas - S	4	AcessoriosDiversos		
8223	Mochilas Médias - M	4	AcessoriosDiversos		
8224	Mochilas Grandes - L (Escolares)	4	AcessoriosDiversos		
8225	Mochilas Diagonais	4	AcessoriosDiversos		
8226	Mochilas linha Montanha - XL	4	AcessoriosDiversos	Montanha	
8231	Bolsas/Malas Pequenas de Mão	4	AcessoriosDiversos		
8232	Bolsas/Malas Médias de Mão	4	AcessoriosDiversos		
8233	Bolsas/Malas Pequenas de Ombro	4	AcessoriosDiversos		
8234	Bolsas/Malas Médias de Ombro	4	AcessoriosDiversos		
8235	Bolsas/Malas Grandes de Ombro	4	AcessoriosDiversos		
8236	Bolsas de Cintura	4	AcessoriosDiversos		
8237	Bolsas/Malas Grandes de Mão	4	AcessoriosDiversos		
8239	Malas Computador	4	AcessoriosDiversos		
8241	Sapateiras Normais	4	AcessoriosDiversos		
8242	Sapateiras Grandes	4	AcessoriosDiversos		
8251	Bolsas Toilette	4	AcessoriosDiversos		
8252	Estojos Lapis	4	AcessoriosDiversos		
8253	Bolsas Telemóvel	4	AcessoriosDiversos		
8254	Dossiers	4	AcessoriosDiversos		
8311	Carteiras Homem	4	AcessoriosDiversos		
8312	Carteiras Senhora	4	AcessoriosDiversos		
8313	Carteiras Unisexo -(packs várias cores)	4	AcessoriosDiversos		
8321	Chaveiros Borracha	4	AcessoriosDiversos		
8322	Chaveiros Metal	4	AcessoriosDiversos		
8323	Chaveiros Pescoço	4	AcessoriosDiversos		
8324	Chaveiros Madeira	4	AcessoriosDiversos		
8325	Chaveiros Plástico	4	AcessoriosDiversos		
8331	Porta-Moedas	4	AcessoriosDiversos		
8341	Cintos Homem	4	AcessoriosDiversos		
8342	Cintos Senhora	4	AcessoriosDiversos		
8343	Cintos Rapaz	4	AcessoriosDiversos		
8344	Cintos Rapariga	4	AcessoriosDiversos		
8391	Colares	4	AcessoriosDiversos		
8392	Aneis	4	AcessoriosDiversos		
8393	Pulseiras	4	AcessoriosDiversos		
8394	Cadeados e fechaduras	4	AcessoriosDiversos		
8411	Relógio Homem Digital	4	AcessoriosDiversos		
8412	Relógio Homem Ponteiros	4	AcessoriosDiversos		
8413	Relógio Homem Digital+Ponteiros	4	AcessoriosDiversos		
8421	Relógio Senhora Digital	4	AcessoriosDiversos		
8422	Relógio Senhora Ponteiros	4	AcessoriosDiversos		
8423	Relógio Senhora Digital+Ponteiros	4	AcessoriosDiversos		
8431	Relógio Junior/Unisexo Digital	4	AcessoriosDiversos		
8432	Relógio Junior/Unisexo Ponteiros	4	AcessoriosDiversos		
8433	Relógio Junior/Unisexo Digital+Ponteiros	4	AcessoriosDiversos		
8481	Oculos Escuros Homem	4	AcessoriosDiversos		
8482	Oculos Escuros Senhora	4	AcessoriosDiversos		
8483	Oculos Escuros Junior	4	AcessoriosDiversos		
8511	Cintos Judo Homem	4	AcessoriosDiversos		
8512	Cintos Judo Rapaz	4	AcessoriosDiversos		
8611	Caneleiras Homem Canela	4	AcessoriosDiversos		
8612	Caneleiras Homem Canela e Tornozelo	4	AcessoriosDiversos		
8613	Meias Homem para Caneleiras	4	AcessoriosDiversos		
8621	Caneleiras Rapaz Canela	4	AcessoriosDiversos		
8622	Caneleiras Rapaz Canela e Tornozelo	4	AcessoriosDiversos		
8631	Joelho Elástico	4	AcessoriosDiversos		
8632	Joelheira Neoprene	4	AcessoriosDiversos		
8633	Joelheira Volley	4	AcessoriosDiversos	Volley	
8634	Joelheira Futebol	4	AcessoriosDiversos	Futebol	
8641	Pés  / Tornozelos Elásticos	4	AcessoriosDiversos		
8642	Pés / Tornozelos Neoprene	4	AcessoriosDiversos		
8651	Pulsos Elásticos	4	AcessoriosDiversos		
8652	Pulsos Aperto	4	AcessoriosDiversos		
8653	Pulsos Neoprene	4	AcessoriosDiversos		
8659	Protecção Dedos	4	AcessoriosDiversos		
8661	Fitas Elásticas	4	AcessoriosDiversos		
8662	Ligaduras	4	AcessoriosDiversos		
8671	Braçadeiras Refletoras Atletismo	4	AcessoriosDiversos	Atletismo	
8672	Braçadeiras Capitão	4	AcessoriosDiversos		
8673	Braçadeiras Delegado	4	AcessoriosDiversos		
8674	Braçadeiras Treinador	4	AcessoriosDiversos		
8675	Braçadeiras Massagista	4	AcessoriosDiversos		
8676	Braçadeiras Director Campo	4	AcessoriosDiversos		
8677	Braçadeiras Enfermeiro e Médico	4	AcessoriosDiversos		
8678	Braçadeiras Fisioterapeuta	4	AcessoriosDiversos		
8681	Luvas Guarda Redes Adulto/Homem Futebol	4	AcessoriosDiversos	Futebol	
8682	Luvas Guarda Redes Junior/Criança Futebol	4	AcessoriosDiversos	Futebol	
8683	Luvas Guarda Redes FUTSAL	4	AcessoriosDiversos	Futsal	
8684	Luvas Fitness/Bike/Gym	4	AcessoriosDiversos	Ciclismo	
8685	Luvas Atletismo/Futebol Aquecimento	4	AcessoriosDiversos	Atletismo	
8691	Ombros Neoprene Treino	4	AcessoriosDiversos	Treino	
8692	Cintas Neoprene Treino	4	AcessoriosDiversos	Treino	
8693	Coxas Elásticas/Neoprene Treino	4	AcessoriosDiversos	Treino	
